,職稱,姓名,所代表法人,持有股份數(股),主要公司,公司
267,董事長,曹德風,佳格食品股份有限公司,24100000.0,長徽股份有限公司,金穎生物科技股份有限公司
268,代表人,蔡有涼,,0.0,朝建投資股份有限公司,金穎生物科技股份有限公司
269,董事長,蔡有涼,,1180000.0,朝建投資股份有限公司,金穎生物科技股份有限公司
270,董事,唐育崧,,350000.0,朝建投資股份有限公司,金穎生物科技股份有限公司
271,董事,蔡志翔,,420000.0,朝建投資股份有限公司,金穎生物科技股份有限公司
272,監察人,曹靜宜,,0.0,朝建投資股份有限公司,金穎生物科技股份有限公司
273,董事長,姚祖驤,生生投資股份有限公司,23855522.0,亞翔工程股份有限公司,亞翔工程股份有限公司
274,副董事長,陳博仁,韋日投資有限公司,8834139.0,亞翔工程股份有限公司,亞翔工程股份有限公司
275,董事,姚智薰,懷陽投資有限公司,13755701.0,亞翔工程股份有限公司,亞翔工程股份有限公司
276,董事,駱忠誠,薰輝投資興業有限公司,11224763.0,亞翔工程股份有限公司,亞翔工程股份有限公司
277,董事,王自宏,,1859869.0,亞翔工程股份有限公司,亞翔工程股份有限公司
278,獨立董事,李建然,,0.0,亞翔工程股份有限公司,亞翔工程股份有限公司
279,獨立董事,何東晧,,0.0,亞翔工程股份有限公司,亞翔工程股份有限公司
280,獨立董事,彭卓蘭,,0.0,亞翔工程股份有限公司,亞翔工程股份有限公司
281,代表人,趙玉華,,0.0,懷陽投資有限公司,亞翔工程股份有限公司
282,代表人,姚智薰,,0.0,韋日投資有限公司,亞翔工程股份有限公司
283,代表人,姚祖驤,,0.0,生生投資股份有限公司,亞翔工程股份有限公司
284,董事長,姚祖驤,,5366667.0,生生投資股份有限公司,亞翔工程股份有限公司
285,董事,姚智懷,,93333.0,生生投資股份有限公司,亞翔工程股份有限公司
286,董事,姚智薰,,70000.0,生生投資股份有限公司,亞翔工程股份有限公司
287,董事,姚智韋,,70000.0,生生投資股份有限公司,亞翔工程股份有限公司
288,監察人,趙玉華,,5600000.0,生生投資股份有限公司,亞翔工程股份有限公司
289,代表人,趙玉華,,0.0,薰輝投資興業有限公司,亞翔工程股份有限公司
290,董事長,林詠翔,,2027405.0,大江生醫股份有限公司,大江生醫股份有限公司
291,董事,陽光投資股份有限公司,,4556053.0,大江生醫股份有限公司,大江生醫股份有限公司
292,董事,"DyDo Group Holdings, INC.",,9593216.0,大江生醫股份有限公司,大江生醫股份有限公司
293,獨立董事,高振益,,0.0,大江生醫股份有限公司,大江生醫股份有限公司
294,獨立董事,廖松淵,,0.0,大江生醫股份有限公司,大江生醫股份有限公司
295,獨立董事,李世明,,0.0,大江生醫股份有限公司,大江生醫股份有限公司
296,獨立董事,何淑敏,,0.0,大江生醫股份有限公司,大江生醫股份有限公司
297,董事長,鍾富瑋,永讚開發投資股份有限公司,4525400.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
298,董事,蔡焜煌,永讚開發投資股份有限公司,4525400.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
299,董事,蔡紹嵩,宏育國際投資股份有限公司,3327667.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
300,董事,黃偉特,宏達開發投資股份有限公司,2962667.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
301,董事,林俊儀,宏達開發投資股份有限公司,2962667.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
302,董事,王懿昇,宏達開發投資股份有限公司,2962667.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
303,獨立董事,李天行,,0.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
304,獨立董事,鄭佩汶,,0.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
305,獨立董事,林攸彥,,0.0,宏大拉鍊股份有限公司,宏大拉鍊股份有限公司
306,代表人,黃偉特,,0.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
307,董事長,黃偉特,,1215000.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
308,董事,温超政,,857000.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
309,董事,侯家勝,,428000.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
310,監察人,陳柯安,,0.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
311,監察人,楊文良,,0.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
312,代表人,鍾富瑋,,0.0,永讚開發投資股份有限公司,宏大拉鍊股份有限公司
313,董事長,鍾富瑋,,950000.0,永讚開發投資股份有限公司,宏大拉鍊股份有限公司
314,董事,何明璋,,310000.0,永讚開發投資股份有限公司,宏大拉鍊股份有限公司
315,董事,謝文彬,,0.0,永讚開發投資股份有限公司,宏大拉鍊股份有限公司
316,監察人,陳麒文,,0.0,永讚開發投資股份有限公司,宏大拉鍊股份有限公司
317,代表人,洪寶川,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
318,董事長,洪寶川,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
319,董事,張長義,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
320,董事,蔡紹嵩,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
321,監察人,張郭美珠,,828334.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
322,監察人,張榮芳,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
323,董事長,劉宗仁,第一伸銅科技股份有限公司,208569277.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
324,董事,王玉發,美達股份有限公司,3936732.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
325,董事,王鳳淑,美達股份有限公司,3936732.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
326,董事,林明祥,第一伸銅科技股份有限公司,208569277.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
327,獨立董事,吳統雄,,0.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
328,獨立董事,張進德,,0.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
329,獨立董事,孫慶鋒,,0.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
330,代表人,陳少雍,,0.0,美達股份有限公司,華榮電線電纜股份有限公司
331,董事長,陳少雍,,70000.0,美達股份有限公司,華榮電線電纜股份有限公司
332,董事,張謙年,,10000.0,美達股份有限公司,華榮電線電纜股份有限公司
333,董事,李冬梅,,10000.0,美達股份有限公司,華榮電線電纜股份有限公司
334,監察人,尹怡曄,,10000.0,美達股份有限公司,華榮電線電纜股份有限公司
335,代表人,劉宗仁,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
336,董事長,劉宗仁,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
337,董事,王鳳絹,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
338,董事,林明祥,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
339,董事,王宏仁,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
340,獨立董事,胡立仁,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
341,獨立董事,鄭崑發,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
342,獨立董事,黃振聰,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
343,董事長,葉培城,,30151237.0,技嘉科技股份有限公司,技嘉科技股份有限公司
344,副董事長,劉明雄,明維投資股份有限公司,14062200.0,技嘉科技股份有限公司,技嘉科技股份有限公司
345,董事,馬孟明,仕嘉投資股份有限公司,3959725.0,技嘉科技股份有限公司,技嘉科技股份有限公司
346,董事,曾俊明,越野開發投資有限公司,2192200.0,技嘉科技股份有限公司,技嘉科技股份有限公司
347,董事,柯聰源,仕達投資有限公司,9408000.0,技嘉科技股份有限公司,技嘉科技股份有限公司
348,董事,李宜泰,錫瑋投資股份有限公司,9063075.0,技嘉科技股份有限公司,技嘉科技股份有限公司
349,獨立董事,王惠民,,0.0,技嘉科技股份有限公司,技嘉科技股份有限公司
350,獨立董事,詹逸宏,,0.0,技嘉科技股份有限公司,技嘉科技股份有限公司
351,代表人,楊雪卿,,0.0,明維投資股份有限公司,技嘉科技股份有限公司
352,董事長,楊雪卿,,900000.0,明維投資股份有限公司,技嘉科技股份有限公司
353,董事,劉明雄,,899000.0,明維投資股份有限公司,技嘉科技股份有限公司
354,董事,葉培城,,0.0,明維投資股份有限公司,技嘉科技股份有限公司
355,監察人,劉耿維,,3600000.0,明維投資股份有限公司,技嘉科技股份有限公司
356,代表人,曾俊明,,0.0,越野開發投資有限公司,技嘉科技股份有限公司
357,代表人,馬孟明,,0.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
358,董事長,馬孟明,,8200.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
359,董事,馬仕函,,91800.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
360,董事,張靜枝,,100000.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
361,監察人,馬仕倢,,2800000.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
362,代表人,葉培城,,0.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
363,董事長,葉培城,,825000.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
364,董事,劉明雄,,0.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
365,董事,葉裕璋,,450000.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
366,監察人,蔡麗玫,,825000.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
367,代表人,趙政儀,,0.0,仕達投資有限公司,技嘉科技股份有限公司
368,董事長,葉垂景,錸德科技股份有限公司,32489319.0,鈺德科技股份有限公司,鈺德科技股份有限公司
369,副董事長,葉垂昇,錸德科技股份有限公司,32489319.0,鈺德科技股份有限公司,鈺德科技股份有限公司
370,董事,潘燕民,錸德科技股份有限公司,32489319.0,鈺德科技股份有限公司,鈺德科技股份有限公司
371,董事,楊慰芬,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
372,董事,黃國興,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
373,獨立董事,李靖文,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
374,獨立董事,吳榮生,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
375,監察人,簡慶文,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
376,監察人,林青蓉,,720000.0,鈺德科技股份有限公司,鈺德科技股份有限公司
377,監察人,葉垂蕉,,534075.0,鈺德科技股份有限公司,鈺德科技股份有限公司
378,代表人,葉垂景,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
379,董事長,葉垂景,,10666857.0,錸德科技股份有限公司,鈺德科技股份有限公司
380,董事,楊慰芬,,7653142.0,錸德科技股份有限公司,鈺德科技股份有限公司
381,董事,蔣為峰,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
382,董事,潘燕民,中凱投資股份有限公司,4368099.0,錸德科技股份有限公司,鈺德科技股份有限公司
383,獨立董事,張佐夏,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
384,獨立董事,辛智秀,,9347.0,錸德科技股份有限公司,鈺德科技股份有限公司
385,獨立董事,陳俊兆,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
386,代表人,林青蓉,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
387,董事長,林青蓉,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
388,董事,凱恩斯投資股份有限公司,,1050000.0,中凱投資股份有限公司,鈺德科技股份有限公司
389,董事,葉丞凱,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
390,監察人,葉丞恩,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
